Quarter,Region,State,Purpose,Trips
2004 Q2,Bendigo Loddon,Victoria,Visiting,142
2004 Q3,Bendigo Loddon,Victoria,Visiting,65
2004 Q4,Bendigo Loddon,Victoria,Visiting,101
2005 Q1,Bendigo Loddon,Victoria,Visiting,97
2005 Q2,Bendigo Loddon,Victoria,Visiting,79
2005 Q3,Bendigo Loddon,Victoria,Visiting,75
2005 Q4,Bendigo Loddon,Victoria,Visiting,64
2006 Q1,Bendigo Loddon,Victoria,Visiting,82
2006 Q2,Bendigo Loddon,Victoria,Visiting,68
2006 Q3,Bendigo Loddon,Victoria,Visiting,73
2006 Q4,Bendigo Loddon,Victoria,Visiting,61
2007 Q1,Bendigo Loddon,Victoria,Visiting,94
2007 Q2,Bendigo Loddon,Victoria,Visiting,88
2007 Q3,Bendigo Loddon,Victoria,Visiting,47
2007 Q4,Bendigo Loddon,Victoria,Visiting,89
2008 Q1,Bendigo Loddon,Victoria,Visiting,101
2008 Q2,Bendigo Loddon,Victoria,Visiting,81
2008 Q3,Bendigo Loddon,Victoria,Visiting,77
2008 Q4,Bendigo Loddon,Victoria,Visiting,75
2009 Q1,Bendigo Loddon,Victoria,Visiting,47
2009 Q2,Bendigo Loddon,Victoria,Visiting,97
2009 Q3,Bendigo Loddon,Victoria,Visiting,92
2009 Q4,Bendigo Loddon,Victoria,Visiting,101
2010 Q1,Bendigo Loddon,Victoria,Visiting,108
2010 Q2,Bendigo Loddon,Victoria,Visiting,111
2010 Q3,Bendigo Loddon,Victoria,Visiting,69
2010 Q4,Bendigo Loddon,Victoria,Visiting,83
2011 Q1,Bendigo Loddon,Victoria,Visiting,91
2011 Q2,Bendigo Loddon,Victoria,Visiting,97
2011 Q3,Bendigo Loddon,Victoria,Visiting,86
2011 Q4,Bendigo Loddon,Victoria,Visiting,124
2012 Q1,Bendigo Loddon,Victoria,Visiting,62
2012 Q2,Bendigo Loddon,Victoria,Visiting,127
2012 Q3,Bendigo Loddon,Victoria,Visiting,49
2012 Q4,Bendigo Loddon,Victoria,Visiting,127
2013 Q1,Bendigo Loddon,Victoria,Visiting,86
2013 Q2,Bendigo Loddon,Victoria,Visiting,86
2013 Q3,Bendigo Loddon,Victoria,Visiting,72
2013 Q4,Bendigo Loddon,Victoria,Visiting,124
2014 Q1,Bendigo Loddon,Victoria,Visiting,81
2014 Q2,Bendigo Loddon,Victoria,Visiting,117
2014 Q3,Bendigo Loddon,Victoria,Visiting,92
2014 Q4,Bendigo Loddon,Victoria,Visiting,108
2015 Q1,Bendigo Loddon,Victoria,Visiting,103
2015 Q2,Bendigo Loddon,Victoria,Visiting,124
2015 Q3,Bendigo Loddon,Victoria,Visiting,91
2015 Q4,Bendigo Loddon,Victoria,Visiting,102
2016 Q1,Bendigo Loddon,Victoria,Visiting,104
2016 Q2,Bendigo Loddon,Victoria,Visiting,95
2016 Q3,Bendigo Loddon,Victoria,Visiting,126
2016 Q4,Bendigo Loddon,Victoria,Visiting,132
2017 Q1,Bendigo Loddon,Victoria,Visiting,85
2017 Q2,Bendigo Loddon,Victoria,Visiting,79
2017 Q3,Bendigo Loddon,Victoria,Visiting,74
2017 Q4,Bendigo Loddon,Victoria,Visiting,143
1998 Q1,Blue Mountains,New South Wales,Business,19
1998 Q2,Blue Mountains,New South Wales,Business,7
1998 Q3,Blue Mountains,New South Wales,Business,17
1998 Q4,Blue Mountains,New South Wales,Business,17
1999 Q1,Blue Mountains,New South Wales,Business,19
1999 Q2,Blue Mountains,New South Wales,Business,41
1999 Q3,Blue Mountains,New South Wales,Business,49
1999 Q4,Blue Mountains,New South Wales,Business,25
2000 Q1,Blue Mountains,New South Wales,Business,32
2000 Q2,Blue Mountains,New South Wales,Business,22
2000 Q3,Blue Mountains,New South Wales,Business,18
2000 Q4,Blue Mountains,New South Wales,Business,13
2001 Q1,Blue Mountains,New South Wales,Business,52
2001 Q2,Blue Mountains,New South Wales,Business,10
2001 Q3,Blue Mountains,New South Wales,Business,24
2001 Q4,Blue Mountains,New South Wales,Business,8
2002 Q1,Blue Mountains,New South Wales,Business,26
2002 Q2,Blue Mountains,New South Wales,Business,28
2002 Q3,Blue Mountains,New South Wales,Business,19
2002 Q4,Blue Mountains,New South Wales,Business,29
2003 Q1,Blue Mountains,New South Wales,Business,22
2003 Q2,Blue Mountains,New South Wales,Business,3
2003 Q3,Blue Mountains,New South Wales,Business,35
2003 Q4,Blue Mountains,New South Wales,Business,6
2004 Q1,Blue Mountains,New South Wales,Business,22
2004 Q2,Blue Mountains,New South Wales,Business,30
2004 Q3,Blue Mountains,New South Wales,Business,6
2004 Q4,Blue Mountains,New South Wales,Business,17
2005 Q1,Blue Mountains,New South Wales,Business,16
2005 Q2,Blue Mountains,New South Wales,Business,21
2005 Q3,Blue Mountains,New South Wales,Business,20
2005 Q4,Blue Mountains,New South Wales,Business,2
2006 Q1,Blue Mountains,New South Wales,Business,19
2006 Q2,Blue Mountains,New South Wales,Business,14
2006 Q3,Blue Mountains,New South Wales,Business,18
2006 Q4,Blue Mountains,New South Wales,Business,16
2007 Q1,Blue Mountains,New South Wales,Business,8
2007 Q2,Blue Mountains,New South Wales,Business,28
2007 Q3,Blue Mountains,New South Wales,Business,23
2007 Q4,Blue Mountains,New South Wales,Business,8
2008 Q1,Blue Mountains,New South Wales,Business,8
2008 Q2,Blue Mountains,New South Wales,Business,14
2008 Q3,Blue Mountains,New South Wales,Business,34
2008 Q4,Blue Mountains,New South Wales,Business,8
2009 Q1,Blue Mountains,New South Wales,Business,10
2009 Q2,Blue Mountains,New South Wales,Business,12
2009 Q3,Blue Mountains,New South Wales,Business,33
2009 Q4,Blue Mountains,New South Wales,Business,16
2010 Q1,Blue Mountains,New South Wales,Business,8
2010 Q2,Blue Mountains,New South Wales,Business,14
2010 Q3,Blue Mountains,New South Wales,Business,12
2010 Q4,Blue Mountains,New South Wales,Business,9
2011 Q1,Blue Mountains,New South Wales,Business,14
2011 Q2,Blue Mountains,New South Wales,Business,32
2011 Q3,Blue Mountains,New South Wales,Business,12
2011 Q4,Blue Mountains,New South Wales,Business,5
2012 Q1,Blue Mountains,New South Wales,Business,12
2012 Q2,Blue Mountains,New South Wales,Business,21
2012 Q3,Blue Mountains,New South Wales,Business,34
2012 Q4,Blue Mountains,New South Wales,Business,23
2013 Q1,Blue Mountains,New South Wales,Business,63
2013 Q2,Blue Mountains,New South Wales,Business,23
2013 Q3,Blue Mountains,New South Wales,Business,9
2013 Q4,Blue Mountains,New South Wales,Business,41
2014 Q1,Blue Mountains,New South Wales,Business,9
2014 Q2,Blue Mountains,New South Wales,Business,8
2014 Q3,Blue Mountains,New South Wales,Business,17
2014 Q4,Blue Mountains,New South Wales,Business,32
2015 Q1,Blue Mountains,New South Wales,Business,28
2015 Q2,Blue Mountains,New South Wales,Business,16
2015 Q3,Blue Mountains,New South Wales,Business,10
2015 Q4,Blue Mountains,New South Wales,Business,10
2016 Q1,Blue Mountains,New South Wales,Business,12
2016 Q2,Blue Mountains,New South Wales,Business,41
2016 Q3,Blue Mountains,New South Wales,Business,13
2016 Q4,Blue Mountains,New South Wales,Business,8
2017 Q1,Blue Mountains,New South Wales,Business,19
2017 Q2,Blue Mountains,New South Wales,Business,32
2017 Q3,Blue Mountains,New South Wales,Business,26
2017 Q4,Blue Mountains,New South Wales,Business,21
1998 Q1,Blue Mountains,New South Wales,Holiday,104
1998 Q2,Blue Mountains,New South Wales,Holiday,158
1998 Q3,Blue Mountains,New South Wales,Holiday,165
1998 Q4,Blue Mountains,New South Wales,Holiday,135
1999 Q1,Blue Mountains,New South Wales,Holiday,180
1999 Q2,Blue Mountains,New South Wales,Holiday,186
1999 Q3,Blue Mountains,New South Wales,Holiday,145
1999 Q4,Blue Mountains,New South Wales,Holiday,147
2000 Q1,Blue Mountains,New South Wales,Holiday,93
2000 Q2,Blue Mountains,New South Wales,Holiday,135
2000 Q3,Blue Mountains,New South Wales,Holiday,170
2000 Q4,Blue Mountains,New South Wales,Holiday,103
2001 Q1,Blue Mountains,New South Wales,Holiday,80
2001 Q2,Blue Mountains,New South Wales,Holiday,105
2001 Q3,Blue Mountains,New South Wales,Holiday,114
2001 Q4,Blue Mountains,New South Wales,Holiday,96
2002 Q1,Blue Mountains,New South Wales,Holiday,101
2002 Q2,Blue Mountains,New South Wales,Holiday,140
2002 Q3,Blue Mountains,New South Wales,Holiday,120
2002 Q4,Blue Mountains,New South Wales,Holiday,89
2003 Q1,Blue Mountains,New South Wales,Holiday,63
2003 Q2,Blue Mountains,New South Wales,Holiday,105
2003 Q3,Blue Mountains,New South Wales,Holiday,62
2003 Q4,Blue Mountains,New South Wales,Holiday,87
2004 Q1,Blue Mountains,New South Wales,Holiday,61
2004 Q2,Blue Mountains,New South Wales,Holiday,93
2004 Q3,Blue Mountains,New South Wales,Holiday,65
2004 Q4,Blue Mountains,New South Wales,Holiday,74
2005 Q1,Blue Mountains,New South Wales,Holiday,86
2005 Q2,Blue Mountains,New South Wales,Holiday,116
2005 Q3,Blue Mountains,New South Wales,Holiday,100
2005 Q4,Blue Mountains,New South Wales,Holiday,88
2006 Q1,Blue Mountains,New South Wales,Holiday,74
2006 Q2,Blue Mountains,New South Wales,Holiday,108
2006 Q3,Blue Mountains,New South Wales,Holiday,95
2006 Q4,Blue Mountains,New South Wales,Holiday,87
2007 Q1,Blue Mountains,New South Wales,Holiday,62
2007 Q2,Blue Mountains,New South Wales,Holiday,110
2007 Q3,Blue Mountains,New South Wales,Holiday,92
2007 Q4,Blue Mountains,New South Wales,Holiday,65
2008 Q1,Blue Mountains,New South Wales,Holiday,105
2008 Q2,Blue Mountains,New South Wales,Holiday,137
2008 Q3,Blue Mountains,New South Wales,Holiday,112
2008 Q4,Blue Mountains,New South Wales,Holiday,103
2009 Q1,Blue Mountains,New South Wales,Holiday,88
2009 Q2,Blue Mountains,New South Wales,Holiday,78
2009 Q3,Blue Mountains,New South Wales,Holiday,96
2009 Q4,Blue Mountains,New South Wales,Holiday,77
2010 Q1,Blue Mountains,New South Wales,Holiday,79
2010 Q2,Blue Mountains,New South Wales,Holiday,118
2010 Q3,Blue Mountains,New South Wales,Holiday,91
2010 Q4,Blue Mountains,New South Wales,Holiday,74
2011 Q1,Blue Mountains,New South Wales,Holiday,96
2011 Q2,Blue Mountains,New South Wales,Holiday,123
2011 Q3,Blue Mountains,New South Wales,Holiday,86
2011 Q4,Blue Mountains,New South Wales,Holiday,56
2012 Q1,Blue Mountains,New South Wales,Holiday,97
2012 Q2,Blue Mountains,New South Wales,Holiday,101
2012 Q3,Blue Mountains,New South Wales,Holiday,104
2012 Q4,Blue Mountains,New South Wales,Holiday,68
2013 Q1,Blue Mountains,New South Wales,Holiday,83
2013 Q2,Blue Mountains,New South Wales,Holiday,100
2013 Q3,Blue Mountains,New South Wales,Holiday,124
2013 Q4,Blue Mountains,New South Wales,Holiday,69
2014 Q1,Blue Mountains,New South Wales,Holiday,115
2014 Q2,Blue Mountains,New South Wales,Holiday,157
2014 Q3,Blue Mountains,New South Wales,Holiday,132
2014 Q4,Blue Mountains,New South Wales,Holiday,110
2015 Q1,Blue Mountains,New South Wales,Holiday,84
2015 Q2,Blue Mountains,New South Wales,Holiday,182
2015 Q3,Blue Mountains,New South Wales,Holiday,128
2015 Q4,Blue Mountains,New South Wales,Holiday,140
2016 Q1,Blue Mountains,New South Wales,Holiday,132
2016 Q2,Blue Mountains,New South Wales,Holiday,182
2016 Q3,Blue Mountains,New South Wales,Holiday,148
2016 Q4,Blue Mountains,New South Wales,Holiday,120
2017 Q1,Blue Mountains,New South Wales,Holiday,94
2017 Q2,Blue Mountains,New South Wales,Holiday,196
2017 Q3,Blue Mountains,New South Wales,Holiday,206
2017 Q4,Blue Mountains,New South Wales,Holiday,110
1998 Q1,Blue Mountains,New South Wales,Other,2
1998 Q2,Blue Mountains,New South Wales,Other,1
1998 Q3,Blue Mountains,New South Wales,Other,6
1998 Q4,Blue Mountains,New South Wales,Other,0
1999 Q1,Blue Mountains,New South Wales,Other,5
1999 Q2,Blue Mountains,New South Wales,Other,0
1999 Q3,Blue Mountains,New South Wales,Other,12
1999 Q4,Blue Mountains,New South Wales,Other,6
2000 Q1,Blue Mountains,New South Wales,Other,1
2000 Q2,Blue Mountains,New South Wales,Other,1
2000 Q3,Blue Mountains,New South Wales,Other,0
2000 Q4,Blue Mountains,New South Wales,Other,0
2001 Q1,Blue Mountains,New South Wales,Other,7
2001 Q2,Blue Mountains,New South Wales,Other,4
2001 Q3,Blue Mountains,New South Wales,Other,3
2001 Q4,Blue Mountains,New South Wales,Other,6
2002 Q1,Blue Mountains,New South Wales,Other,5
2002 Q2,Blue Mountains,New South Wales,Other,10
2002 Q3,Blue Mountains,New South Wales,Other,1
2002 Q4,Blue Mountains,New South Wales,Other,9
2003 Q1,Blue Mountains,New South Wales,Other,2
2003 Q2,Blue Mountains,New South Wales,Other,4
2003 Q3,Blue Mountains,New South Wales,Other,3
2003 Q4,Blue Mountains,New South Wales,Other,0
2004 Q1,Blue Mountains,New South Wales,Other,12
2004 Q2,Blue Mountains,New South Wales,Other,1
2004 Q3,Blue Mountains,New South Wales,Other,2
2004 Q4,Blue Mountains,New South Wales,Other,0
2005 Q1,Blue Mountains,New South Wales,Other,0
2005 Q2,Blue Mountains,New South Wales,Other,11
2005 Q3,Blue Mountains,New South Wales,Other,1
2005 Q4,Blue Mountains,New South Wales,Other,4
2006 Q1,Blue Mountains,New South Wales,Other,2
2006 Q2,Blue Mountains,New South Wales,Other,2
2006 Q3,Blue Mountains,New South Wales,Other,2
2006 Q4,Blue Mountains,New South Wales,Other,5
2007 Q1,Blue Mountains,New South Wales,Other,3
2007 Q2,Blue Mountains,New South Wales,Other,3
2007 Q3,Blue Mountains,New South Wales,Other,2
2007 Q4,Blue Mountains,New South Wales,Other,2
2008 Q1,Blue Mountains,New South Wales,Other,2
2008 Q2,Blue Mountains,New South Wales,Other,5
2008 Q3,Blue Mountains,New South Wales,Other,6
2008 Q4,Blue Mountains,New South Wales,Other,3
2009 Q1,Blue Mountains,New South Wales,Other,4
2009 Q2,Blue Mountains,New South Wales,Other,4
2009 Q3,Blue Mountains,New South Wales,Other,6
2009 Q4,Blue Mountains,New South Wales,Other,2
2010 Q1,Blue Mountains,New South Wales,Other,1
2010 Q2,Blue Mountains,New South Wales,Other,7
2010 Q3,Blue Mountains,New South Wales,Other,5
2010 Q4,Blue Mountains,New South Wales,Other,9
2011 Q1,Blue Mountains,New South Wales,Other,10
2011 Q2,Blue Mountains,New South Wales,Other,4
2011 Q3,Blue Mountains,New South Wales,Other,4
2011 Q4,Blue Mountains,New South Wales,Other,7
2012 Q1,Blue Mountains,New South Wales,Other,1
2012 Q2,Blue Mountains,New South Wales,Other,4
2012 Q3,Blue Mountains,New South Wales,Other,1
2012 Q4,Blue Mountains,New South Wales,Other,0
2013 Q1,Blue Mountains,New South Wales,Other,11
2013 Q2,Blue Mountains,New South Wales,Other,9
2013 Q3,Blue Mountains,New South Wales,Other,2
2013 Q4,Blue Mountains,New South Wales,Other,14
2014 Q1,Blue Mountains,New South Wales,Other,15
2014 Q2,Blue Mountains,New South Wales,Other,13
2014 Q3,Blue Mountains,New South Wales,Other,2
2014 Q4,Blue Mountains,New South Wales,Other,1
2015 Q1,Blue Mountains,New South Wales,Other,6
2015 Q2,Blue Mountains,New South Wales,Other,20
2015 Q3,Blue Mountains,New South Wales,Other,3
2015 Q4,Blue Mountains,New South Wales,Other,12
2016 Q1,Blue Mountains,New South Wales,Other,23
2016 Q2,Blue Mountains,New South Wales,Other,11
2016 Q3,Blue Mountains,New South Wales,Other,12
2016 Q4,Blue Mountains,New South Wales,Other,5
2017 Q1,Blue Mountains,New South Wales,Other,5
2017 Q2,Blue Mountains,New South Wales,Other,1
2017 Q3,Blue Mountains,New South Wales,Other,9
2017 Q4,Blue Mountains,New South Wales,Other,4
1998 Q1,Blue Mountains,New South Wales,Visiting,71
1998 Q2,Blue Mountains,New South Wales,Visiting,34
1998 Q3,Blue Mountains,New South Wales,Visiting,66
1998 Q4,Blue Mountains,New South Wales,Visiting,94
1999 Q1,Blue Mountains,New South Wales,Visiting,86
1999 Q2,Blue Mountains,New South Wales,Visiting,68
1999 Q3,Blue Mountains,New South Wales,Visiting,41
1999 Q4,Blue Mountains,New South Wales,Visiting,64
2000 Q1,Blue Mountains,New South Wales,Visiting,71
2000 Q2,Blue Mountains,New South Wales,Visiting,75
2000 Q3,Blue Mountains,New South Wales,Visiting,94
2000 Q4,Blue Mountains,New South Wales,Visiting,42
2001 Q1,Blue Mountains,New South Wales,Visiting,42
2001 Q2,Blue Mountains,New South Wales,Visiting,49
2001 Q3,Blue Mountains,New South Wales,Visiting,59
2001 Q4,Blue Mountains,New South Wales,Visiting,40
2002 Q1,Blue Mountains,New South Wales,Visiting,45
2002 Q2,Blue Mountains,New South Wales,Visiting,72
2002 Q3,Blue Mountains,New South Wales,Visiting,66
2002 Q4,Blue Mountains,New South Wales,Visiting,47
2003 Q1,Blue Mountains,New South Wales,Visiting,42
2003 Q2,Blue Mountains,New South Wales,Visiting,33
2003 Q3,Blue Mountains,New South Wales,Visiting,60
2003 Q4,Blue Mountains,New South Wales,Visiting,65
2004 Q1,Blue Mountains,New South Wales,Visiting,42
2004 Q2,Blue Mountains,New South Wales,Visiting,44
2004 Q3,Blue Mountains,New South Wales,Visiting,37
2004 Q4,Blue Mountains,New South Wales,Visiting,33
2005 Q1,Blue Mountains,New South Wales,Visiting,41
2005 Q2,Blue Mountains,New South Wales,Visiting,41
2005 Q3,Blue Mountains,New South Wales,Visiting,43
2005 Q4,Blue Mountains,New South Wales,Visiting,63
2006 Q1,Blue Mountains,New South Wales,Visiting,43
2006 Q2,Blue Mountains,New South Wales,Visiting,56
2006 Q3,Blue Mountains,New South Wales,Visiting,49
2006 Q4,Blue Mountains,New South Wales,Visiting,60
2007 Q1,Blue Mountains,New South Wales,Visiting,66
2007 Q2,Blue Mountains,New South Wales,Visiting,66
2007 Q3,Blue Mountains,New South Wales,Visiting,55
2007 Q4,Blue Mountains,New South Wales,Visiting,52
2008 Q1,Blue Mountains,New South Wales,Visiting,35
2008 Q2,Blue Mountains,New South Wales,Visiting,41
2008 Q3,Blue Mountains,New South Wales,Visiting,38
2008 Q4,Blue Mountains,New South Wales,Visiting,32
2009 Q1,Blue Mountains,New South Wales,Visiting,27
2009 Q2,Blue Mountains,New South Wales,Visiting,49
2009 Q3,Blue Mountains,New South Wales,Visiting,35
2009 Q4,Blue Mountains,New South Wales,Visiting,34
2010 Q1,Blue Mountains,New South Wales,Visiting,55
2010 Q2,Blue Mountains,New South Wales,Visiting,40
2010 Q3,Blue Mountains,New South Wales,Visiting,59
2010 Q4,Blue Mountains,New South Wales,Visiting,68
2011 Q1,Blue Mountains,New South Wales,Visiting,38
2011 Q2,Blue Mountains,New South Wales,Visiting,50
2011 Q3,Blue Mountains,New South Wales,Visiting,37
2011 Q4,Blue Mountains,New South Wales,Visiting,71
2012 Q1,Blue Mountains,New South Wales,Visiting,75
2012 Q2,Blue Mountains,New South Wales,Visiting,134
2012 Q3,Blue Mountains,New South Wales,Visiting,52
2012 Q4,Blue Mountains,New South Wales,Visiting,40
2013 Q1,Blue Mountains,New South Wales,Visiting,36
2013 Q2,Blue Mountains,New South Wales,Visiting,49
2013 Q3,Blue Mountains,New South Wales,Visiting,63
2013 Q4,Blue Mountains,New South Wales,Visiting,37
2014 Q1,Blue Mountains,New South Wales,Visiting,41
2014 Q2,Blue Mountains,New South Wales,Visiting,87
2014 Q3,Blue Mountains,New South Wales,Visiting,40
2014 Q4,Blue Mountains,New South Wales,Visiting,59
2015 Q1,Blue Mountains,New South Wales,Visiting,38
2015 Q2,Blue Mountains,New South Wales,Visiting,94
2015 Q3,Blue Mountains,New South Wales,Visiting,51
2015 Q4,Blue Mountains,New South Wales,Visiting,64
2016 Q1,Blue Mountains,New South Wales,Visiting,60
2016 Q2,Blue Mountains,New South Wales,Visiting,69
2016 Q3,Blue Mountains,New South Wales,Visiting,37
2016 Q4,Blue Mountains,New South Wales,Visiting,88
2017 Q1,Blue Mountains,New South Wales,Visiting,73
2017 Q2,Blue Mountains,New South Wales,Visiting,86
2017 Q3,Blue Mountains,New South Wales,Visiting,73
2017 Q4,Blue Mountains,New South Wales,Visiting,69
1998 Q1,Brisbane,Queensland,Business,219
1998 Q2,Brisbane,Queensland,Business,180
1998 Q3,Brisbane,Queensland,Business,297
1998 Q4,Brisbane,Queensland,Business,275
1999 Q1,Brisbane,Queensland,Business,280
1999 Q2,Brisbane,Queensland,Business,563
1999 Q3,Brisbane,Queensland,Business,323
1999 Q4,Brisbane,Queensland,Business,231
2000 Q1,Brisbane,Queensland,Business,346
2000 Q2,Brisbane,Queensland,Business,278
2000 Q3,Brisbane,Queensland,Business,332
2000 Q4,Brisbane,Queensland,Business,283
2001 Q1,Brisbane,Queensland,Business,193
2001 Q2,Brisbane,Queensland,Business,215
2001 Q3,Brisbane,Queensland,Business,369
2001 Q4,Brisbane,Queensland,Business,263
2002 Q1,Brisbane,Queensland,Business,185
2002 Q2,Brisbane,Queensland,Business,374
2002 Q3,Brisbane,Queensland,Business,277
2002 Q4,Brisbane,Queensland,Business,295
2003 Q1,Brisbane,Queensland,Business,167
2003 Q2,Brisbane,Queensland,Business,277
2003 Q3,Brisbane,Queensland,Business,241
2003 Q4,Brisbane,Queensland,Business,231
2004 Q1,Brisbane,Queensland,Business,282
2004 Q2,Brisbane,Queensland,Business,231
2004 Q3,Brisbane,Queensland,Business,330
2004 Q4,Brisbane,Queensland,Business,316
2005 Q1,Brisbane,Queensland,Business,173
2005 Q2,Brisbane,Queensland,Business,281
2005 Q3,Brisbane,Queensland,Business,313
2005 Q4,Brisbane,Queensland,Business,281
2006 Q1,Brisbane,Queensland,Business,193
2006 Q2,Brisbane,Queensland,Business,266
2006 Q3,Brisbane,Queensland,Business,383
2006 Q4,Brisbane,Queensland,Business,283
2007 Q1,Brisbane,Queensland,Business,282
2007 Q2,Brisbane,Queensland,Business,348
2007 Q3,Brisbane,Queensland,Business,346
2007 Q4,Brisbane,Queensland,Business,341
2008 Q1,Brisbane,Queensland,Business,256
2008 Q2,Brisbane,Queensland,Business,244
2008 Q3,Brisbane,Queensland,Business,327
2008 Q4,Brisbane,Queensland,Business,383
2009 Q1,Brisbane,Queensland,Business,268
2009 Q2,Brisbane,Queensland,Business,237
2009 Q3,Brisbane,Queensland,Business,311
2009 Q4,Brisbane,Queensland,Business,175
2010 Q1,Brisbane,Queensland,Business,299
2010 Q2,Brisbane,Queensland,Business,290
2010 Q3,Brisbane,Queensland,Business,388
2010 Q4,Brisbane,Queensland,Business,361
2011 Q1,Brisbane,Queensland,Business,249
2011 Q2,Brisbane,Queensland,Business,347
2011 Q3,Brisbane,Queensland,Business,475
2011 Q4,Brisbane,Queensland,Business,286
2012 Q1,Brisbane,Queensland,Business,249
2012 Q2,Brisbane,Queensland,Business,275
2012 Q3,Brisbane,Queensland,Business,345
2012 Q4,Brisbane,Queensland,Business,233
2013 Q1,Brisbane,Queensland,Business,259
2013 Q2,Brisbane,Queensland,Business,339
2013 Q3,Brisbane,Queensland,Business,289
2013 Q4,Brisbane,Queensland,Business,221
2014 Q1,Brisbane,Queensland,Business,251
2014 Q2,Brisbane,Queensland,Business,368
2014 Q3,Brisbane,Queensland,Business,375
2014 Q4,Brisbane,Queensland,Business,379
2015 Q1,Brisbane,Queensland,Business,300
2015 Q2,Brisbane,Queensland,Business,355
2015 Q3,Brisbane,Queensland,Business,382
2015 Q4,Brisbane,Queensland,Business,385
2016 Q1,Brisbane,Queensland,Business,263
2016 Q2,Brisbane,Queensland,Business,305
2016 Q3,Brisbane,Queensland,Business,458
2016 Q4,Brisbane,Queensland,Business,459
2017 Q1,Brisbane,Queensland,Business,358
2017 Q2,Brisbane,Queensland,Business,428
2017 Q3,Brisbane,Queensland,Business,510
